5560094, 2398172, 1256046, 0
33965337, 48020840, 28280747, 0
183075650, 201763195, 178378482, 0
287755379, 242504633, 810776105, 0
964747391, 688749300, 2092507549, 1
1183281378, 2276729030, 4609405512, 1
3141244786, 3807893925, 8834622421, 0
3191408477, 2617486948, 17496493140, 0
7623148891, 5198366716, 28823748712, 0
7595962148, 13121499708, 45361746480, 0

15380622,243130005,1300115968,4015869065,10712276195,24174361494,46095522320,78412354933,133314877171,215285947484
