2743126, 860772, 17, 0
13985874, 7617905, 4285078, 0
43989741, 48864386, 15306945, 0
96634177, 69423499, 78679902, 0
198282255, 269573902, 167734795, 0
329528111, 269032450, 458577789, 0
538090025, 814457282, 757836908, 0
794179127, 698654108, 1590039848, 0
1174648697, 1900768531, 2354089013, 0
1610328208, 1487012631, 4233854426, 1
2237254317, 3790039051, 5860883422, 0
2887143727, 2759435708, 9433418190, 0
3791024487, 6640037158, 12312135971, 0
4691443609, 4599635406, 18352543027, 0
5987199675, 10756257487, 23255296501, 0
7258309361, 7258320560, 33108125688, 0
8975745559, 16450973766, 40630586353, 0
10609551906, 10777334114, 55318031145, 0
12905398801, 24036508657, 66762718208, 0
14969483052, 15402032148, 87856656920, 0
17841058310, 33673320710, 103892265517, 0
20502528369, 21319927730, 133796206456, 0
24031426409, 45864968981, 155621420565, 0
27263458750, 28607007660, 195873856032, 0

4464738,46361996,202946293,550200783,1408369239,2701904167,5198352221,8551646735,14392541811,21519771182,33260866107,46139687903,66319642687,87300886529,120520900653,154207453233,204400038503,253436344714,328029288947,397200175028,500756761798,598327209653,738247046631,867972898198
