74487, 5, 0, 0
362727, 123148, 7, 0
1720103, 593231, 10, 0
2779286, 1535668, 1170018, 0
8822978, 4994593, 2854046, 0
10989439, 18506720, 5768325, 0
28478703, 32658162, 10274464, 0
24408655, 21538678, 33621174, 0
63054700, 46117667, 52705870, 0
53201034, 127223662, 78898267, 0
130368186, 180556628, 112687660, 0
88039795, 98803752, 233241219, 0
221452278, 182881253, 313510521, 0
151461999, 441498532, 409788132, 0
367651061, 563445339, 525492402, 0
214551521, 278952024, 881625464, 0
546022314, 484264363, 1106889760, 0
332631105, 1106599205, 1367812476, 1
816157807, 1333451064, 1654566523, 0
438664125, 630491532, 2496994990, 0
1121243721, 1042036371, 2977246280, 0
624988584, 2281111565, 3521713706, 2
1564961084, 2671390497, 4137504471, 0
785271639, 1214428220, 5781077844, 0
2030717931, 1951196287, 6689815452, 0
1060875596, 4154511940, 7692623705, 0
2687349625, 4736949136, 8795248112, 0
1281791408, 2096360244, 11656355417, 0
3347824180, 3297085450, 13188341117, 0
1673225999, 6920335258, 14943648351, 0

74497,609051,2906605,10530694,30228348,71076179,134892883,201970707,366113514,623241426,942232082,1218612175,1841256868,2673611591,3596511347,4298957425,5942110080,8017079427,10101326027,11687627149,15114301583,19274066554,23457759962,26338439455,32692372313,40140394296,47342240345,52099933564,62695359548,75288489919
