1116715, 131434, 328276, 0
4889528, 573705, 2149839, 0
12663107, 1473633, 7363044, 1
25203228, 2938984, 18360555, 0
44150911, 5150255, 38608051, 0
68829931, 8020775, 70160619, 0
100219151, 11685987, 116819572, 0
139336784, 16281622, 183116266, 0
186248074, 21763616, 271956046, 0
242780528, 28373072, 390036741, 0
307986959, 36030116, 540305185, 0
380732621, 44594389, 724481995, 0
463581430, 54294281, 949886556, 0
555188274, 65081351, 1220006772, 0
659155521, 77269169, 1545001620, 0
773182115, 90668477, 1926317233, 0
897350054, 105306139, 2368857425, 0
1030699809, 121037716, 2874028498, 0
1179991937, 138580614, 3463692679, 0
1336207358, 156956752, 4119285235, 0
1507814472, 177156258, 4870718765, 0
1690691872, 198715004, 5711971217, 0
1885859538, 221684714, 6649159897, 0
2089283026, 245766603, 7678635831, 0

2692687,14636294,45062557,104523416,208883625,365513957,590869413,904365092,1317599490,1859673636,2541267931,3367849379,4371716216,5565378064,6993700339,8659788001,10583392032,12768889233,15311923881,18127261802,21345002048,24936006748,28925868554,33295359556
